,node1,node2,label
42773,130|120.130,139|130,2786
42774,130|120.130,131|130.120,765
42775,149|159.149,140|149.159.149,777
42776,149|159.149,159|149.159.149,1641
42777,149|159.149,148|149.159.149,775
42778,149|159.149,139|149.159.149,3703
42779,142|132.142,132|142.132.142,3622
42780,142|132.142,143|142.132.142,3416
42781,142|132.142,141|142.132,3100
42782,142|132.142,152|142.132,768
42783,151|161.151,161|151.161.151,770
42784,151|161.151,150|151.161.151,3625
42785,151|161.151,152|151,1616
42786,151|161.151,141|151,772
42787,153|143.144,152|153.143.144,2286
42788,153|143.144,154|153.143.144,1619
42789,153|143.144,163|153.143,3624
42790,153|143.144,143|153.143,2287
42791,171|170.180,172|171.170.180,786
42792,171|170.180,181|171.170.180,2761
42793,159|150.151,150|159.150.151,1642
42794,159|150.151,149|159,1614
42795,159|150.151,158|159.150,2305
42796,159|150.151,169|159,3105
42797,151|150.151,152|151.150.151,1616
42798,151|150.151,161|151.150.151,770
42799,173|183.193,163|173.183.193,3412
42800,173|183.193,183|173.183,2261
42801,173|183.193,172|173.183,2245
42802,173|183.193,174|173,1623
42803,153|154.164,163|153.154.164,3624
42804,153|154.164,152|153.154.164,2286
42805,153|154.164,154|153.154,1619
42806,153|154.164,143|153.154,2287
42807,172|171.170,162|172.171.170,787
42808,172|171.170,171|172.171.170,2246
42809,172|171.170,182|172.171.170,2259
42810,172|171.170,173|172.171,2244
42811,172|171.161,162|172.171.161,787
42812,172|171.161,171|172.171.161,2246
42813,172|171.161,173|172.171.161,2244
42814,172|171.161,182|172.171.161,2259
42815,161|162.152,162|161.162.152,783
42816,161|162.152,151|161.162.152,771
42817,161|162.152,160|161.162.152,790
42818,161|162.152,171|161.162.152,785
42819,161|162.163,162|161.162.163,783
42820,161|162.163,171|161.162.163,785
42821,161|162.163,151|161.162.163,771
42822,161|162.163,160|161.162,790
42823,152|162.172,162|152.162.172,789
42824,152|162.172,142|152.162.172,1617
42825,152|162.172,151|152.162,769
42826,152|162.172,153|152.162,1618
42827,163|164.174,162|163.164.174,2257
42828,163|164.174,173|163.164.174,3413
42829,163|164.174,153|163,1628
42830,163|164.174,164|163,3621
42831,152|153.152,151|152.153.152,769
42832,152|153.152,142|152.153.152,1617
42833,152|153.152,162|152.153,789
42834,152|153.152,153|152.153,1618
42835,152|162.163,151|152.162.163,769
42836,152|162.163,142|152.162.163,1617
42837,152|162.163,153|152.162.163,1618
42838,152|162.163,162|152.162,789
42839,150|159.149,151|150.159.149,1615
42840,150|159.149,140|150.159.149,2765
42841,150|159.149,159|150.159,2764
42842,150|159.149,160|150,779
42843,141|151.152,151|141.151.152,2243
42844,141|151.152,131|141,3673
42845,141|151.152,142|141.151,767
42846,141|151.152,140|141.151,773
42847,141|142.132,151|141.142.132,2243
42848,141|142.132,131|141.142.132,3673
42849,141|142.132,140|141.142,773
42850,141|142.132,142|141.142,767
42851,161|151.161,171|161.151.161,785
42852,161|151.161,160|161.151,790
42853,161|151.161,151|161.151,771
42854,161|151.161,162|161.151,783
42855,172|162.172,171|172.162.172,2246
42856,172|162.172,182|172.162.172,2259
42857,172|162.172,162|172.162,787
42858,172|162.172,173|172.162,2244
42859,172|171.181,171|172.171.181,2246
42860,172|171.181,162|172.171.181,787
42861,172|171.181,173|172.171,2244
42862,172|171.181,182|172.171,2259
42863,181|191.201,171|181.191.201,3470
42864,181|191.201,191|181.191.201,3517
42865,181|191.201,180|181,3712
42866,181|191.201,182|181.191,2762
42867,181|171.161,171|181.171.161,3470
42868,181|171.161,182|181.171.161,2762
42869,181|171.161,191|181.171.161,3517
42870,181|171.161,180|181.171,3712
42871,152|151.150,151|152.151.150,769
42872,152|151.150,153|152.151.150,1618
42873,152|151.150,162|152.151.150,789
42874,152|151.150,142|152.151,1617
42875,150|140.150,140|150.140.150,2765
42876,150|140.150,159|150,2764
42877,150|140.150,160|150.140,779
42878,150|140.150,151|150,1615
42879,150|160.161,140|150.160.161,2765
42880,150|160.161,160|150.160,779
42881,150|160.161,159|150.160,2764
42882,150|160.161,151|150.160,1615
42883,143|133.143,142|143.133.143,3415
42884,143|133.143,144|143.133.143,1632
42885,143|133.143,133|143.133.143,1631
42886,143|133.143,153|143.133,3417
42887,143|144.143,142|143.144.143,3415
42888,143|144.143,133|143.144.143,1631
42889,143|144.143,144|143,1632
42890,143|144.143,153|143.144,3417
42891,141|140.149,142|141.140.149,767
42892,141|140.149,151|141.140,2243
42893,161|171.181,151|161.171.181,771
42894,161|171.181,171|161.171.181,785
42895,161|171.181,160|161,790
42896,161|171.181,162|161.171,783
42897,161|171.161,151|161.171.161,771
42898,161|171.161,162|161.171.161,783
42899,161|171.161,160|161,790
42900,161|171.161,171|161.171,785
42901,161|171.172,151|161.171.172,771
42902,161|171.172,162|161.171.172,783
42903,161|171.172,171|161.171,785
42904,161|171.172,160|161,790
42905,161|162.172,151|161.162.172,771
42906,161|162.172,160|161.162,790
42907,161|162.172,171|161.162,785
42908,161|162.172,162|161.162,783
42909,150|159.150,151|150.159.150,1615
42910,150|159.150,160|150,779
42911,150|159.150,140|150,2765
42912,150|159.150,159|150.159,2764
42913,150|160.169,151|150.160.169,1615
42914,150|160.169,159|150.160.169,2764
42915,150|160.169,160|150.160,779
42916,150|160.169,140|150.160,2765
42917,150|140.130,151|150.140.130,1615
42918,150|140.130,159|150,2764
42919,150|140.130,140|150,2765
42920,150|140.130,160|150.140,779
42921,150|151.161,151|150.151.161,1615
42922,150|151.161,159|150.151,2764
42923,150|151.161,140|150,2765
42924,150|151.161,160|150.151,779
42925,163|173.183,162|163.173.183,2257
42926,163|173.183,153|163.173.183,1628
42927,163|173.183,164|163.173.183,3621
42928,163|173.183,173|163.173.183,3413
42929,163|153.152,162|163.153.152,2257
42930,163|153.152,164|163.153.152,3621
42931,163|153.152,173|163.153,3413
42932,163|153.152,153|163.153,1628
42933,172|162.161,162|172.162.161,787
42934,172|162.161,171|172.162.161,2246
42935,172|162.161,182|172.162.161,2259
42936,172|162.161,173|172.162.161,2244
42937,172|182.192,162|172.182.192,787
42938,172|182.192,182|172.182.192,2259
42939,172|182.192,171|172.182,2246
42940,172|182.192,173|172.182,2244
42941,154|164.163,153|154.164.163,2285
42942,154|164.163,164|154,1620
42943,154|164.163,144|154.164,806
42944,154|164.163,155|154.164,2288
42945,154|144.134,153|154.144.134,2285
42946,154|144.134,144|154,806
42947,154|144.134,155|154,2288
42948,154|144.134,164|154.144,1620
42949,163|164.154,153|163.164.154,1628
42950,163|164.154,162|163.164.154,2257
42951,163|164.154,173|163.164,3413
42952,163|164.154,164|163,3621
42953,143|153.143,153|143.153.143,3417
42954,143|153.143,142|143.153,3415
42955,143|153.143,133|143.153,1631
42956,143|153.143,144|143.153,1632
42957,143|153.163,153|143.153.163,3417
42958,143|153.163,142|143.153,3415
42959,143|153.163,144|143.153,1632
42960,143|153.163,133|143.153,1631
42961,151|161.162,141|151.161.162,772
42962,151|161.162,161|151.161.162,770
42963,151|161.162,152|151,1616
42964,151|161.162,150|151.161,3625
42965,162|152.162,161|162.152.162,784
42966,162|152.162,152|162.152.162,788
42967,162|152.162,172|162.152,2258
42968,162|152.162,163|162.152,3414
42969,171|181.182,161|171.181.182,2763
42970,171|181.182,170|171.181.182,2247
42971,171|181.182,172|171.181.182,786
42972,171|181.182,181|171.181,2761
42973,171|172.182,161|171.172.182,2763
42974,171|172.182,181|171.172.182,2761
42975,171|172.182,172|171.172,786
42976,171|172.182,170|171,2247
42977,160|169.168,161|160.169.168,782
42978,160|169.168,169|160.169,791
42979,160|169.168,170|160.169,780
42980,160|169.168,150|160.169,2240
42981,162|172.171,172|162.172.171,2258
42982,162|172.171,152|162.172.171,788
42983,162|172.171,161|162.172.171,784
42984,162|172.171,163|162.172,3414
42985,173|183.173,172|173.183.173,2245
42986,173|183.173,183|173.183,2261
42987,173|183.173,174|173,1623
42988,173|183.173,163|173.183,3412
42989,173|172.171,172|173.172.171,2245
42990,173|172.171,183|173.172.171,2261
42991,173|172.171,174|173.172,1623
42992,173|172.171,163|173.172,3412
42993,171|161.151,172|171.161.151,786
42994,171|161.151,181|171.161.151,2761
42995,171|161.151,170|171.161.151,2247
42996,171|161.151,161|171.161,2763
42997,171|170.171,181|171.170.171,2761
42998,171|170.171,172|171.170,786
42999,142|143.153,152|142.143.153,768
43000,142|143.153,132|142.143.153,3622
43001,142|143.153,141|142.143,3100
43002,142|143.153,143|142.143,3416
43003,162|163.162,152|162.163.162,788
43004,162|163.162,163|162.163.162,3414
43005,162|163.162,161|162.163,784
43006,162|163.162,172|162.163,2258
43007,162|152.153,172|162.152.153,2258
43008,162|152.153,152|162.152.153,788
43009,162|152.153,161|162.152,784
43010,162|152.153,163|162.152,3414
43011,162|152.151,172|162.152.151,2258
43012,162|152.151,161|162.152.151,784
43013,162|152.151,163|162.152,3414
43014,162|152.151,152|162.152,788
43015,182|181.182,172|182.181.182,2260
43016,182|181.182,183|182.181.182,2280
43017,182|181.182,181|182.181,3711
43018,182|181.182,192|182.181,3739
43019,182|183.184,172|182.183.184,2260
43020,182|183.184,181|182.183.184,3711
43021,182|183.184,192|182.183,3739
43022,182|183.184,183|182.183,2280
43023,171|170.160,172|171.170.160,786
43024,171|170.160,181|171.170.160,2761
43025,164|174.173,163|164.174.173,1627
43026,164|174.173,165|164.174,3451
43027,164|174.173,174|164.174,1621
43028,164|174.173,154|164,2256
43029,153|154.153,163|153.154.153,3624
43030,153|154.153,152|153.154.153,2286
43031,153|154.153,143|153.154,2287
43032,153|154.153,154|153.154,1619
43033,173|163.164,163|173.163.164,3412
43034,173|163.164,172|173.163.164,2245
43035,173|163.164,174|173,1623
43036,173|163.164,183|173.163,2261
43037,162|172.173,163|162.172.173,3414
43038,162|172.173,161|162.172.173,784
43039,162|172.173,172|162.172.173,2258
43040,162|172.173,152|162.172,788
43041,160|170.180,161|160.170.180,782
43042,160|170.180,169|160.170,791
43043,160|170.180,170|160,780
43044,160|170.180,150|160,2240
43045,160|169.159,161|160.169.159,782
43046,160|169.159,170|160.169,780
43047,160|169.159,150|160.169,2240
43048,160|169.159,169|160.169,791
43049,171|161.162,161|171.161.162,2763
43050,171|161.162,172|171.161,786
43051,171|161.162,170|171.161,2247
43052,171|161.162,181|171.161,2761
43053,162|161.160,161|162.161.160,784
43054,162|161.160,172|162.161.160,2258
43055,162|161.160,163|162.161,3414
43056,162|161.160,152|162.161,788
43057,138|137.136,139|138.137.136,800
43058,138|137.136,148|138.137,798
43059,138|128.118,139|138.128.118,800
43060,138|128.118,148|138.128.118,798
43061,138|128.118,128|138.128,3688
43062,138|128.118,137|138.128,2313
43063,141|131.141,131|141.131.141,3673
43064,141|131.141,140|141.131.141,773
43065,141|131.141,142|141.131,767
43066,141|131.141,151|141.131,2243
43067,130|140.150,140|130.140.150,1640
43068,130|140.150,139|130.140.150,2786
43069,130|140.150,120|130,3676
43070,130|140.150,131|130,765
43071,130|139.138,140|130.139.138,1640
43072,130|139.138,139|130.139.138,2786
43073,130|139.138,131|130,765
43074,130|139.138,120|130,3676
43075,169|159.149,160|169.159.149,1580
43076,169|159.149,168|169.159.149,792
43077,169|159.149,159|169,1613
43078,169|159.149,179|169.159,1581
43079,158|159.169,159|158.159.169,2241
43080,158|159.169,157|158.159,1601
43081,158|159.169,148|158.159,794
43082,158|159.169,168|158,1578
43083,159|150.160,149|159.150.160,1614
43084,159|150.160,158|159.150.160,2305
43085,159|150.160,169|159,3105
43086,159|150.160,150|159.150,1642
43087,158|157.156,159|158.157.156,2241
43088,158|157.156,168|158.157,1578
43089,158|148.147,159|158.148.147,2241
43090,158|148.147,148|158.148.147,794
43091,158|148.147,168|158.148.147,1578
43092,158|148.147,157|158.148,1601
43093,129|128.127,139|129.128.127,2302
43094,129|128.127,119|129.128.127,3675
43095,129|128.127,120|129,2782
43096,129|128.127,128|129.128,2781
43097,138|128.127,139|138.128.127,800
43098,138|128.127,137|138.128.127,2313
43099,138|128.127,128|138.128.127,3688
43100,138|128.127,148|138.128,798
43101,140|141.151,130|,2766
43102,140|141.151,150|140.141.151,778
43103,140|141.151,141|140.141,2242
43104,140|141.151,149|140.141,774
43105,157|167.177,147|157.167.177,2307
43106,157|167.177,167|157.167.177,1606
43107,157|167.177,158|157,1577
43108,157|167.177,156|157.167,3960
43109,148|147.157,149|148.147.157,776
43110,148|147.157,138|148,799
43111,148|147.157,147|148,795
43112,148|147.157,158|148.147,2304
43113,168|178.188,158|168.178.188,793
43114,168|178.188,178|168.178,1602
43115,168|178.188,169|168.178,1579
43116,168|178.188,167|168,3792
43117,179|178.188,169|179.178.188,1612
43118,179|178.188,170|179.178.188,2759
43119,179|178.188,189|179.178,1582
43120,179|178.188,178|179,1610
43121,168|158.168,169|168.158.168,1579
43122,168|158.168,178|168.158,1602
43123,168|158.168,167|168.158,3792
43124,168|158.168,158|168,793
43125,168|169.179,169|168.169.179,1579
43126,168|169.179,178|168.169,1602
43127,168|169.179,158|168.169,793
43128,168|169.179,167|168,3792
43129,157|167.168,158|157.167.168,1577
43130,157|167.168,147|157.167.168,2307
43131,157|167.168,167|157,1606
43132,157|167.168,156|157.167,3960
43133,148|138.148,158|148.138.148,2304
43134,148|138.148,147|148.138,795
43135,148|138.148,138|148.138,799
43136,148|138.148,149|148.138,776
43137,159|149.140,149|159.149.140,1614
43138,159|149.140,169|159.149.140,3105
43139,159|149.140,150|159.149,1642
43140,159|149.140,158|159.149,2305
43141,159|149.159,149|159.149.159,1614
43142,159|149.159,158|159.149,2305
43143,159|149.159,150|159.149,1642
43144,159|149.159,169|159.149,3105
43145,119|109.100,129|119.109.100,3611
43146,119|109.100,118|119.109,2779
43147,119|109.100,109|119.109,3669
43148,119|109.100,110|119,3357
43149,128|127.117,138|128.127.117,2312
43150,128|127.117,118|128.127,3749
43151,128|127.117,129|128.127,2301
43152,128|127.117,127|128.127,3672
43153,148|158.148,138|148.158.148,799
43154,148|158.148,158|148,2304
43155,148|158.148,147|148,795
43156,148|158.148,149|148,776
43157,149|139.138,148|149.139.138,775
43158,149|139.138,139|149.139,3703
43159,149|139.138,140|149,777
43160,149|139.138,159|149.139,1641
43161,138|137.127,148|138.137.127,798
43162,138|137.127,128|138,3688
43163,138|137.127,137|138,2313
43164,138|137.127,139|138.137,800
43165,148|147.146,158|148.147,2304
43166,148|147.146,149|148.147,776
43167,147|157.156,148|147.157.156,2303
43168,147|157.156,137|147.157,796
43169,147|157.156,157|147.157,1576
43170,147|157.156,146|147,802
43171,169|160.150,168|169.160.150,792
43172,169|160.150,159|169,1613
43173,169|160.150,160|169.160,1580
43174,169|160.150,179|169.160,1581
43175,167|157.156,168|167.157.156,1607
43176,167|157.156,166|167,3112
43177,167|157.156,177|167.157,2306
43178,167|157.156,157|167,1605
43179,130|140.130,140|130.140.130,1640
43180,130|140.130,131|130,765
43181,130|140.130,139|130,2786
43182,130|140.130,120|130,3676
43183,130|140.149,140|130.140.149,1640
43184,130|140.149,120|130,3676
43185,130|140.149,131|130,765
43186,130|140.149,139|130,2786
43187,150|151.141,159|150.151.141,2764
43188,150|151.141,151|150.151,1615
43189,150|151.141,140|150,2765
43190,150|151.141,160|150.151,779
43191,150|159.169,159|150.159.169,2764
43192,150|159.169,140|150,2765
43193,150|159.169,160|150,779
43194,150|159.169,151|150.159,1615
43195,138|128.129,148|138.128.129,798
43196,138|128.129,128|138.128,3688
43197,138|128.129,137|138.128,2313
43198,138|128.129,139|138.128,800
43199,147|148.149,148|147.148.149,2303
43200,147|148.149,137|147.148.149,796
43201,147|148.149,146|147.148,802
43202,147|148.149,157|147,1576
43203,149|140.130,148|149.140.130,775
43204,149|140.130,140|149.140.130,777
43205,149|140.130,159|149.140,1641
43206,149|140.130,139|149.140,3703
43207,138|148.138,139|138.148.138,800
43208,138|148.138,148|138.148.138,798
43209,138|148.138,137|138.148,2313
43210,138|148.138,128|138,3688
43211,148|138.128,149|148.138.128,776
43212,148|138.128,158|148.138.128,2304
43213,148|138.128,147|148.138,795
43214,148|138.128,138|148.138,799
43215,151|152.153,150|151.152.153,3625
43216,151|152.153,161|151.152,770
43217,151|152.153,152|151.152,1616
43218,151|152.153,141|151.152,772
43219,162|163.164,152|162.163.164,788
43220,162|163.164,163|162.163.164,3414
43221,162|163.164,172|162.163,2258
43222,162|163.164,161|162.163,784
43223,148|158.159,158|148.158.159,2304
43224,148|158.159,147|148,795
43225,148|158.159,138|148.158,799
43226,148|158.159,149|148,776
43227,168|178.168,158|168.178.168,793
43228,168|178.168,169|168.178,1579
43229,168|178.168,167|168,3792
43230,168|178.168,178|168.178,1602
43231,140|141.131,130|,2766
43232,140|141.131,150|140.141.131,778
43233,140|141.131,149|140.141.131,774
43234,140|141.131,141|140.141,2242
43235,171|181.191,170|171.181.191,2247
43236,171|181.191,161|171.181.191,2763
43237,171|181.191,172|171.181.191,786
43238,171|181.191,181|171.181,2761
43239,180|181.171,170|180.181.171,3106
43240,180|181.171,190|180.181.171,3107
43241,180|181.171,181|180.181.171,3516
43242,180|181.171,189|180,3102
43243,168|167.166,169|168.167.166,1579
43244,168|167.166,178|168.167,1602
43245,178|168.167,168|178.168.167,1600
43246,178|168.167,179|178.168.167,1609
43247,178|168.167,188|178.168.167,3551
43248,178|168.167,177|178,1603
43249,158|157.158,168|158.157.158,1578
43250,158|157.158,157|158.157,1601
43251,158|157.158,148|158,794
43252,158|157.158,159|158.157,2241
43253,170|179.189,179|170.179.189,1611
43254,170|179.189,180|170.179.189,3101
43255,170|179.189,160|170.179.189,781
43256,170|179.189,171|170.179,2760
43257,152|142.132,162|152.142.132,789
43258,152|142.132,151|152.142,769
43259,152|142.132,142|152.142,1617
43260,152|142.132,153|152.142,1618
43261,190|191.181,180|190.191.181,3744
43262,190|191.181,199|190.191.181,3104
43263,190|191.181,191|190.191.181,3959
43264,190|191.181,200|190.191,1592
43265,181|191.181,180|181.191.181,3712
43266,181|191.181,171|181.191.181,3470
43267,181|191.181,182|181.191.181,2762
43268,181|191.181,191|181.191.181,3517
43269,169|160.169,159|169.160.169,1613
43270,169|160.169,160|169.160.169,1580
43271,169|160.169,168|169,792
43272,169|160.169,179|169.160,1581
43273,169|159.158,159|169.159.158,1613
43274,169|159.158,168|169,792
43275,169|159.158,160|169.159,1580
43276,169|159.158,179|169.159,1581
43277,170|179.170,160|170.179.170,781
43278,170|179.170,179|170.179.170,1611
43279,170|179.170,180|170,3101
43280,170|179.170,171|170.179,2760
43281,171|172.162,170|171.172.162,2247
43282,171|172.162,172|171.172,786
43283,171|172.162,181|171.172,2761
43284,171|172.162,161|171.172,2763
43285,179|170.179,170|179.170.179,2759
43286,179|170.179,178|179.170.179,1610
43287,179|170.179,189|179,1582
43288,179|170.179,169|179.170,1612
43289,180|170.180,190|180.170.180,3107
43290,180|170.180,181|180.170.180,3516
43291,180|170.180,189|180.170,3102
43292,180|170.180,170|180.170,3106
43293,191|181.182,190|191.181.182,3135
43294,191|181.182,192|191.181.182,2278
43295,191|181.182,181|191.181.182,3740
43296,191|181.182,201|191.181,2276
43297,182|192.191,181|182.192.191,3711
43298,182|192.191,192|182.192.191,3739
43299,182|192.191,172|182.192.191,2260
43300,182|192.191,183|182.192,2280
43301,199|198.188,189|199.198.188,1590
43302,199|198.188,198|199,1588
43303,199|198.188,209|199.198,3743
43304,199|198.188,190|199,1591
43305,177|176.177,178|177.176.177,1608
43306,177|176.177,167|177.176.177,1604
43307,177|176.177,187|177,2250
43308,177|176.177,176|177,3118
43309,168|167.177,178|168.167.177,1602
43310,168|167.177,167|168,3792
43311,168|167.177,158|168,793
43312,168|167.177,169|168,1579
43313,188|198.208,178|188.198.208,1599
43314,188|198.208,187|188.198,1584
43315,188|198.208,198|188,3103
43316,188|198.208,189|188.198,1586
43317,160|170.160,169|160.170.160,791
43318,160|170.160,170|160,780
43319,160|170.160,150|160,2240
43320,160|170.160,161|160,782
43321,160|150.151,170|160.150.151,780
43322,160|150.151,161|160.150,782
43323,160|150.151,169|160.150,791
43324,160|150.151,150|160,2240
43325,171|161.171,170|171.161.171,2247
43326,171|161.171,161|171.161,2763
43327,171|161.171,181|171.161,2761
43328,171|161.171,172|171.161,786
43329,160|150.140,161|160.150.140,782
43330,160|150.140,150|160,2240
43331,160|150.140,169|160.150,791
43332,160|150.140,170|160,780
43333,182|181.180,181|182.181.180,3711
43334,182|181.180,183|182.181,2280
43335,182|181.180,172|182.181,2260
43336,182|181.180,192|182.181,3739
43337,171|161.160,172|171.161.160,786
43338,171|161.160,161|171.161.160,2763
43339,171|161.160,170|171.161,2247
43340,171|161.160,181|171.161,2761
43341,182|172.162,172|182.172.162,2260
43342,182|172.162,183|182.172.162,2280
43343,182|172.162,192|182.172,3739
43344,182|172.162,181|182.172,3711
43345,182|181.171,172|182.181.171,2260
43346,182|181.171,183|182.181.171,2280
43347,182|181.171,192|182.181.171,3739
43348,182|181.171,181|182.181.171,3711
43349,173|172.182,172|173.172.182,2245
43350,173|172.182,174|173.172,1623
43351,173|172.182,163|173.172,3412
43352,173|172.182,183|173.172,2261
43353,172|173.183,162|172.173.183,787
43354,172|173.183,182|172.173.183,2259
43355,172|173.183,171|172,2246
43356,172|173.183,173|172.173,2244
43357,192|193.203,182|192.193.203,2279
43358,192|193.203,191|192.193.203,3134
43359,192|193.203,202|192.193.203,3958
43360,192|193.203,193|192.193,2264
43361,172|173.172,182|172.173.172,2259
43362,172|173.172,171|172,2246
43363,172|173.172,173|172.173,2244
43364,172|173.172,162|172.173,787
43365,183|173.183,182|183.173.183,3951
43366,183|173.183,193|183.173,2262
43367,183|173.183,173|183.173,2281
43368,183|173.183,184|183,3120
43369,143|153.154,142|143.153.154,3415
43370,143|153.154,133|143.153.154,1631
43371,143|153.154,153|143.153,3417
43372,143|153.154,144|143.153,1632
43373,183|182.172,173|183.182.172,2281
43374,183|182.172,184|183.182.172,3120
43375,183|182.172,193|183.182,2262
43376,183|182.172,182|183.182,3951
43377,201|211.212,191|201.211.212,2277
43378,201|211.212,211|201.211,3141
43379,201|211.212,200|201.211,3706
43380,201|211.212,202|201.211,3122
43381,201|202.192,191|201.202.192,2277
43382,201|202.192,211|201.202.192,3141
43383,201|202.192,200|201.202.192,3706
43384,201|202.192,202|201.202,3122
43385,181|171.172,171|181.171.172,3470
43386,181|171.172,180|181.171.172,3712
43387,181|171.172,191|181.171.172,3517
43388,181|171.172,182|181.171,2762
43389,161|160.161,171|161.160.161,785
43390,161|160.161,162|161.160,783
43391,170|180.190,171|170.180.190,2760
43392,170|180.190,179|170.180.190,1611
43393,170|180.190,180|170.180.190,3101
43394,170|180.190,160|170.180,781
43395,192|202.203,182|192.202.203,2279
43396,192|202.203,191|192.202.203,3134
43397,192|202.203,193|192.202.203,2264
43398,192|202.203,202|192.202,3958
43399,192|202.212,182|192.202.212,2279
43400,192|202.212,193|192.202.212,2264
43401,192|202.212,202|192.202,3958
43402,192|202.212,191|192.202,3134
43403,192|191.192,182|192.191.192,2279
43404,192|191.192,193|192.191.192,2264
43405,192|191.192,191|192.191,3134
43406,192|191.192,202|192,3958
43407,181|180.190,182|181.180.190,2762
43408,181|180.190,191|181.180,3517
43409,181|180.189,182|181.180.189,2762
43410,181|180.189,191|181.180,3517
43411,172|173.163,182|172.173.163,2259
43412,172|173.163,162|172.173,787
43413,172|173.163,173|172.173,2244
43414,172|173.163,171|172,2246
43415,172|173.174,182|172.173.174,2259
43416,172|173.174,162|172.173.174,787
43417,172|173.174,171|172.173.174,2246
43418,172|173.174,173|172.173.174,2244
43419,183|182.183,182|183.182.183,3951
43420,183|182.183,193|183.182.183,2262
43421,183|182.183,184|183.182,3120
43422,183|182.183,173|183.182,2281
43423,183|182.181,182|183.182.181,3951
43424,183|182.181,173|183.182.181,2281
43425,183|182.181,184|183.182,3120
43426,183|182.181,193|183.182,2262
43427,182|183.173,181|182.183.173,3711
43428,182|183.173,183|182.183.173,2280
43429,182|183.173,192|182.183.173,3739
43430,182|183.173,172|182.183,2260
43431,172|182.183,162|172.182.183,787
43432,172|182.183,173|172.182.183,2244
43433,172|182.183,182|172.182.183,2259
43434,172|182.183,171|172.182.183,2246
43435,163|173.174,162|163.173.174,2257
43436,163|173.174,164|163.173.174,3621
43437,163|173.174,153|163.173,1628
43438,163|173.174,173|163.173,3413
43439,152|153.154,162|152.153.154,789
43440,152|153.154,153|152.153.154,1618
43441,152|153.154,142|152.153,1617
43442,152|153.154,151|152.153,769
43443,172|162.163,171|172.162.163,2246
43444,172|162.163,182|172.162.163,2259
43445,172|162.163,173|172.162.163,2244
43446,172|162.163,162|172.162,787
43447,172|171.172,171|172.171.172,2246
43448,172|171.172,173|172.171.172,2244
43449,172|171.172,162|172.171,787
43450,172|171.172,182|172.171,2259
43451,181|171.170,171|181.171.170,3470
43452,181|171.170,182|181.171.170,2762
43453,181|171.170,191|181.171,3517
43454,181|171.170,180|181.171,3712
43455,169|160.161,160|169.160.161,1580
43456,169|160.161,159|169,1613
43457,169|160.161,168|169,792
43458,169|160.161,179|169.160,1581
43459,169|168.178,160|169.168.178,1580
43460,169|168.178,179|169,1581
43461,169|168.178,168|169.168,792
43462,169|168.178,159|169,1613
43463,192|202.192,182|192.202.192,2279
43464,192|202.192,193|192.202.192,2264
43465,192|202.192,191|192.202.192,3134
43466,192|202.192,202|192.202,3958
43467,192|193.192,182|192.193.192,2279
43468,192|193.192,193|192.193.192,2264
43469,192|193.192,202|192.193.192,3958
43470,192|193.192,191|192.193,3134
43471,192|182.181,182|192.182.181,2279
43472,192|182.181,191|192.182.181,3134
43473,192|182.181,193|192.182,2264
43474,192|182.181,202|192.182,3958
43475,183|184.185,182|183.184.185,3951
43476,183|184.185,193|183.184.185,2262
43477,183|184.185,184|183.184,3120
43478,183|184.185,173|183.184,2281
43479,181|191.192,182|181.191.192,2762
43480,181|191.192,191|181.191.192,3517
43481,181|191.192,171|181.191,3470
43482,181|191.192,180|181,3712
43483,172|182.181,173|172.182.181,2244
43484,172|182.181,162|172.182,787
43485,172|182.181,182|172.182,2259
43486,172|182.181,171|172.182,2246
43487,174|164.154,173|174.164.154,1622
43488,174|164.154,175|174.164.154,1624
43489,174|164.154,164|174.164,2284
43490,174|164.154,184|174,2282
43491,174|173.174,173|174.173.174,1622
43492,174|173.174,175|174.173.174,1624
43493,174|173.174,184|174.173.174,2282
43494,174|173.174,164|174.173,2284
43495,174|175.174,173|174.175.174,1622
43496,174|175.174,184|174,2282
43497,174|175.174,175|174.175,1624
43498,174|175.174,164|174.175,2284
43499,183|184.174,173|183.184.174,2281
43500,183|184.174,182|183.184.174,3951
43501,183|184.174,193|183,2262
43502,183|184.174,184|183.184,3120
43503,161|160.169,171|161.160.169,785
43504,161|160.169,162|161.160.169,783
43505,170|160.169,171|170.160.169,2760
43506,170|160.169,180|170.160,3101
43507,170|160.169,179|170.160,1611
43508,170|160.169,160|170.160,781
43509,170|180.189,171|170.180.189,2760
43510,170|180.189,179|170.180.189,1611
43511,170|180.189,180|170.180,3101
43512,170|180.189,160|170.180,781
43513,170|180.170,171|170.180.170,2760
43514,170|180.170,160|170.180,781
43515,170|180.170,179|170.180,1611
43516,170|180.170,180|170.180,3101
43517,170|179.169,171|170.179.169,2760
43518,170|179.169,179|170.179.169,1611
43519,170|179.169,160|170.179,781
43520,170|179.169,180|170,3101
43521,172|162.152,162|172.162.152,787
43522,172|162.152,171|172.162,2246
43523,172|162.152,182|172.162,2259
43524,172|162.152,173|172.162,2244
43525,152|142.143,162|152.142.143,789
43526,152|142.143,142|152.142,1617
43527,152|142.143,153|152.142,1618
43528,152|142.143,151|152.142,769
43529,163|162.172,162|163.162.172,2257
43530,163|162.172,153|163.162.172,1628
43531,163|162.172,164|163.162,3621
43532,163|162.172,173|163.162,3413
